 289.00000	 150.45715	   1.87383
 316.00000	 150.13790	   1.90395
 338.00000	 150.53566	   1.91320
 342.00000	 150.23333	   1.92220
 357.00000	 150.15143	   1.93599
 364.00000	 150.37541	   1.93932
 369.00000	 150.23397	   1.94515
 372.00000	 150.19616	   1.94821
 381.00000	 150.11001	   1.95348
 384.00000	 150.62523	   1.95257
 386.00000	 150.14688	   1.95722
 391.00000	 150.05176	   1.96124
 407.00000	 150.30102	   1.97846
 419.00000	 150.52154	   1.98558
 432.00000	 150.39309	   2.00045
 444.00000	 150.39964	   2.01425
 449.00000	 150.47043	   2.02046
 466.00000	 150.70674	   2.03117
 480.00000	 150.02491	   2.03941
 532.00000	 150.68025	   2.08940
 537.00000	 150.41831	   2.08516
 555.00000	 149.96755	   2.09832
 564.00000	 150.17979	   2.11038
 583.00000	 150.46336	   2.12085
 586.00000	 150.04564	   2.12358
 596.00000	 150.51615	   2.12328
 618.00000	 150.69133	   2.14428
 622.00000	 150.53183	   2.14780
 623.00000	 149.93529	   2.14962
 628.00000	 150.01129	   2.15669
 635.00000	 149.96218	   2.15961
 642.00000	 150.45945	   2.16033
 643.00000	 150.33822	   2.16228
 664.00000	 149.88653	   2.17752
 696.00000	 150.05654	   2.20855
 697.00000	 150.06693	   2.21040
 701.00000	 149.89456	   2.20803
 710.00000	 150.71324	   2.20943
 715.00000	 150.25021	   2.21459
 716.00000	 150.72241	   2.21340
 717.00000	 150.09563	   2.22017
 729.00000	 150.67366	   2.22633
 753.00000	 150.66764	   2.24735
 757.00000	 150.33247	   2.24229
 771.00000	 150.03525	   2.25605
 782.00000	 150.70223	   2.26579
 784.00000	 149.87644	   2.26911
 785.00000	 150.25278	   2.27814
 787.00000	 150.00748	   2.27428
 793.00000	 150.16109	   2.27871
 802.00000	 150.23480	   2.27997
 827.00000	 150.16681	   2.30120
 845.00000	 150.01488	   2.32096
 846.00000	 150.31515	   2.32648
 851.00000	 150.48946	   2.32665
 853.00000	 149.96576	   2.32717
 863.00000	 150.56910	   2.33303
 867.00000	 149.93237	   2.33552
 880.00000	 150.64254	   2.34433
 886.00000	 149.91132	   2.34858
 888.00000	 150.29838	   2.34661
 895.00000	 150.17568	   2.35873
 899.00000	 150.53947	   2.36422
 906.00000	 150.53262	   2.38081
 908.00000	 150.33097	   2.37537
 914.00000	 150.69007	   2.38101
 917.00000	 150.09531	   2.38476
 918.00000	 150.35801	   2.38360
 927.00000	 150.50504	   2.38975
 951.00000	 150.40508	   2.41005
 955.00000	 150.71649	   2.41397
 963.00000	 149.86869	   2.41880
 964.00000	 150.70552	   2.41793
 965.00000	 150.46510	   2.41915
 969.00000	 150.38347	   2.42081
 975.00000	 150.17540	   2.42619
 976.00000	 150.09495	   2.42519
 981.00000	 149.97513	   2.42716
1005.00000	 150.23605	   2.44321
1008.00000	 150.59732	   2.44520
1010.00000	 150.45253	   2.45039
1012.00000	 150.31912	   2.45774
1023.00000	 149.88399	   2.45839
1030.00000	 149.97566	   2.46148
1054.00000	 150.71045	   2.47742
1069.00000	 150.09231	   2.48202
1102.00000	 150.22857	   2.52395
1103.00000	 150.22020	   2.52456
1105.00000	 150.52251	   2.52608
1111.00000	 150.42268	   2.53256
1114.00000	 149.92799	   2.53510
1120.00000	 150.29371	   2.54064
1130.00000	 150.47704	   2.54881
1134.00000	 150.58593	   2.55113
1149.00000	 150.12008	   2.56149
1157.00000	 150.03115	   2.56876
1162.00000	 150.29835	   2.57038
1167.00000	 150.42333	   2.57665
1178.00000	 149.96865	   2.58325
1229.00000	 150.08001	   2.62204
1236.00000	 150.27967	   2.63016
1250.00000	 150.09942	   2.64336
1252.00000	 150.69097	   2.64705
1258.00000	 150.22701	   2.65147
1261.00000	 150.34901	   2.65952
1264.00000	 150.27853	   2.65514
1265.00000	 149.96870	   2.66049
1276.00000	 150.40171	   2.66628
1295.00000	 150.68933	   2.68050
1301.00000	 150.66016	   2.68563
1306.00000	 150.17573	   2.68646
1316.00000	 150.38692	   2.69111
1323.00000	 150.10801	   2.69560
1333.00000	 150.16023	   2.69934
1334.00000	 150.50426	   2.70357
1342.00000	 150.54540	   2.71171
1350.00000	 150.66545	   2.71867
1352.00000	 150.07023	   2.72432
1355.00000	 150.19931	   2.72196
1365.00000	 150.09284	   2.73446
1406.00000	 150.56673	   2.77425
1408.00000	 150.41566	   2.77695
1416.00000	 150.39167	   2.77900
1431.00000	 150.19579	   2.79437
1450.00000	 150.40104	   2.81059
1457.00000	 150.16933	   2.81556
